Constituency,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
Chickpet -169,ASGAR A MOHIN S. M.,Independent,52,0,52,0.04
Chickpet -169,C NANJUNDAPPA,Independent,137,1,138,0.11
Chickpet -169,PREETHAM KUMAR,Independent,147,0,147,0.11
Chickpet -169,K G F BABU @ YOUSUF SHARIFF,Independent,20921,10,20931,16.25
Chickpet -169,M. SRINIVASA MURTHY,Independent,167,0,167,0.13
Chickpet -169,DR|| R SHEKAR THOL. THIRUMAVALAVAN,Independent,146,0,146,0.11
Chickpet -169,SUNIL SHANKAR. G,Independent,125,0,125,0.1
Chickpet -169,NOTA,None of the Above,1285,2,1287,1
Chikkaballapur -141,PRADEEP ESHWAR,Indian National Congress,85755,469,86224,46.65
Chikkaballapur -141,PILLA ANJINAPPA,Bahujan Samaj Party,334,4,338,0.18
Chikkaballapur -141,K.P. BACHE GOWDA,Janata Dal  (Secular),19555,260,19815,10.72
Chikkaballapur -141,DR. M.M. BHASHA NANDI,Aam Aadmi Party,771,2,773,0.42
Chikkaballapur -141,DR. K. SUDHAKAR,Bharatiya Janata Party,74596,986,75582,40.9
Chikkaballapur -141,ANJINAPPA.P,Karnataka Rashtra Samithi,301,3,304,0.16
Chikkaballapur -141,B.K. PRASAD,"Proutist Bloc, India",62,0,62,0.03
Chikkaballapur -141,ALTAF AHMED,Independent,145,0,145,0.08
Chikkaballapur -141,CHANDRASHEKAR.H.C,Independent,136,2,138,0.07
Chikkaballapur -141,T. VENKATA SIVUDU,Independent,69,1,70,0.04
Chikkaballapur -141,SUDHAKAR.N,Independent,175,6,181,0.1
Chikkaballapur -141,SYED AMANULLA,Independent,133,2,135,0.07
Chikkaballapur -141,NOTA,None of the Above,1040,10,1050,0.57
Chikkanayakanahalli -128,K S KIRAN KUMAR,Indian National Congress,50629,367,50996,27.03
Chikkanayakanahalli -128,NINGARAJU S C,Aam Aadmi Party,1767,4,1771,0.94
Chikkanayakanahalli -128,J C MADHU SWAMY,Bharatiya Janata Party,60304,690,60994,32.33
Chikkanayakanahalli -128,C B SURESH BAABU,Janata Dal  (Secular),70329,707,71036,37.65
Chikkanayakanahalli -128,JAYARAM H R,Uttama Prajaakeeya Party,972,0,972,0.52
Chikkanayakanahalli -128,H T NAGARAJU,BhartiyaBahujanKranti Dal,162,1,163,0.09
Chikkanayakanahalli -128,DR. M K PASHA,All India Mahila Empowerment Party,131,2,133,0.07
Chikkanayakanahalli -128,MALLIKARJUNAIAH B S,Karnataka Rashtra Samithi,419,3,422,0.22
Chikkanayakanahalli -128,HANUMATHA RAM NAIK M B,Welfare Party Of India,119,0,119,0.06
Chikkanayakanahalli -128,GIRISH R HOYISALAKATTE,Independent,315,3,318,0.17
Chikkanayakanahalli -128,GANGADHARAIAH,Independent,432,0,432,0.23
Chikkanayakanahalli -128,NASEER BAIG M,Independent,282,0,282,0.15
Chikkanayakanahalli -128,CAPT SOMASHEKHAR,Independent,239,2,241,0.13
Chikkanayakanahalli -128,NOTA,None of the Above,776,2,778,0.41
Chikkodi-Sadalga -2,ARJUN BANDU MANE,Bahujan Samaj Party,1276,8,1284,0.7
Chikkodi-Sadalga -2,GANESH PRAKASH HUKKERI,Indian National Congress,127324,1025,128349,69.82
Chikkodi-Sadalga -2,KATTI RAMESH VISHWANATH,Bharatiya Janata Party,49575,265,49840,27.11
Chikkodi-Sadalga -2,SHRIKANT MUDAGOUD PATIL,Aam Aadmi Party,404,2,406,0.22
Chikkodi-Sadalga -2,SUHAS SADASHIVAPPA WALKE,Janata Dal  (Secular),700,2,702,0.38
Chikkodi-Sadalga -2,APPASAHEB SHRIPATI KURANE,Indian Movement Party,167,0,167,0.09
Chikkodi-Sadalga -2,ISHWAR MARUTI GUDAJ,Bahujan Bharat Party,195,1,196,0.11
Chikkodi-Sadalga -2,KUMAR SAMBHAJI DONGARE,Karnataka Rashtra Samithi,145,2,147,0.08
Chikkodi-Sadalga -2,MANJUNATH BALU PARAGOUD,Karnataka Rajya Ryota Sangha,432,2,434,0.24
Chikkodi-Sadalga -2,DR. MILAN VITHAL KAMBLE,Independent,687,3,690,0.38
Chikkodi-Sadalga -2,MOHAN GURAPPA MOTANNAVAR,Independent,661,2,663,0.36
Chikkodi-Sadalga -2,NOTA,None of the Above,954,3,957,0.52
Chikmagalur -125,EREGOWDA. M.P,Aam Aadmi Party,522,2,524,0.31
Chikmagalur -125,H. D. THAMMAIAH,Indian National Congress,84015,1039,85054,50.01
Chikmagalur -125,B.M. THIMMA SHETTY,Janata Dal  (Secular),1727,36,1763,1.04
Chikmagalur -125,C. T. RAVI,Bharatiya Janata Party,77979,1149,79128,46.53
Chikmagalur -125,SUDHA.K.B,Bahujan Samaj Party,528,3,531,0.31
Chikmagalur -125,YATHISH.B.J.,Uttama Prajaakeeya Party,663,9,672,0.4
Chikmagalur -125,SHIVA PRAKASH,Karnataka Rashtra Samithi,103,1,104,0.06
Chikmagalur -125,AFZAL PASHA,Independent,82,0,82,0.05
Chikmagalur -125,C.K. JAGADEESHA.,Independent,104,3,107,0.06
Chikmagalur -125,NOORULLA KHAN,Independent,61,0,61,0.04
Chikmagalur -125,MUNIYAPPA,Independent,60,0,60,0.04
Chikmagalur -125,H.C. MULLAPPA SHETTY (HULIKERE PULIKESHI),Independent,109,0,109,0.06
Chikmagalur -125,MOHSINA,Independent,223,1,224,0.13
